#﻿Age, heat_flow
170, 46.8
185, 49.4
165, 44.3
146, 49.5
130, 47
119, 47
150, 49
160, 47
165, 49
65, 44
115, 47
140, 49
2.6430883611431497, 327.3587043657975
2.652829971688444, 317.88498811049965
3.0722604257219075, 309.9888715629535
2.8741810113009407, 302.62110208734305
2.8828402206745345, 294.2000209715227
2.8931230318056755, 284.19998714648614
2.9039470435226704, 273.6736357517107
4.348952607741204, 268.40572454919686
4.97349808381167, 261.03524907065713
4.777042271148261, 252.0885268858304
4.994063706073959, 241.0351814205839
5.417823764794228, 228.9285243151276
5.220826751544955, 220.50811970003957
3.997713427524779, 209.98582730965805
7.5236352443351535, 181.02686046157646
6.914784585254317, 173.13412641769182
7.743362682190096, 167.3419271476361
11.688714953033937, 130.48684375200838
13.340459141047027, 124.16562090928466
15.203271557541463, 112.58054586844094
16.441538497965425, 108.36594630613689
17.681970240732788, 102.04607646487773
18.100859494180405, 94.67627748707037
32.92055513650094, 82.52226533035218
35.18114998359486, 84.09377653151313
90.72564851051453, 67.0689591021482
92.98894936053769, 66.00888245461528
96.07379269988061, 65.99873494363061
98.95297981660066, 65.98926393337825
81.68705752623978, 57.09869130933333
85.18267211024256, 57.613508366622796
87.23977553705703, 57.080425789560934
121.59356512503425, 48.02005148170571
126.11800202273719, 48.00516846559486
130.0260114531574, 47.465997381942145
134.55044835086034, 47.4511143658313
137.22397924495755, 47.44231985631126
142.9807298766401, 49.0023305450228
146.684706686195, 46.88488325288614
149.9752062481608, 46.874059241169164
158.40819377686978, 45.793687571666794
164.78083067524923, 48.40430389765896
164.99244010431642, 42.61413412980022
168.895578729464, 46.81182117379643
175.8873490980554, 47.315137718636606
178.56033879156678, 47.83266077885526
183.29043191189257, 47.8171012620121
187.40572116669316, 45.69830096841082
191.7239606411874, 46.21041202277098
194.8082627799445, 46.72658208152512
