lat,lng,q
-5.7017,10.33,40.6
52.86666667,-3.933333333,40.6
47.0283,-6.475,40.6
54.2967,-55.1217,40.6
34.75,-57.25,40.6
43.6617,-59.7917,40.6
29.5033,-72.2317,40.6
32.7667,-76.0867,40.6
33.75,-96.65,40.6
38.8333,-112.51,40.6
38.6133,-112.6,40.6
44.1467,-122.04,40.6
50.8,136.467,40.7
50.2333,125.817,40.7
28.9,105.017,40.7
37.3753,95.1114,40.7
10.8,93.175,40.7
41.2517,83.7917,40.7
23.8267,56.9817,40.7
-6.1583,10.7017,40.7
-5.2917,10.3283,40.7
-6.1133,10.2383,40.7
-5.7033,10.2367,40.7
34.0633,-107.03,40.7
42.185,-111.9,40.7
5.792398,115.10042,40.77
4.683508,113.92416,40.78
42.0817,160.598,40.8
-18.145,57.1167,40.8
-6.0217,10.2833,40.8
-28.17,-51.5,40.8
31.635,-65.5367,40.8
39.49,-113.58,40.8
37.8183,-117.59,40.8
40.04,-118.15,40.8
41.6,-118.45,40.8
40.0967,-118.97,40.8
40.5683,-119.18,40.8
46.4886,-72.2519,40.8078
44.605,-58.6617,40.8436
4.687488,113.86169,40.87
44.75,-122.39,40.89
48.5431,-90.7678,40.9
19.2224,-61.09,40.9
41.4194,84.4389,40.9
-5.9733,11.21,40.9
-5.9283,11.1633,40.9
40.5517,-60.23,40.9
39.755,-115.51,40.9
-29.9733,-177.505,40.9
33.3,136.633,41
8.68,-87.33,41
63.6667,26.0833,41
63.6667,26.0833,41
62.7833,29.2167,41
62.0167,28.95,41
6.2833,168.1833,41
-21.65,117.02,41
-21.65,117.02,41
-21.65,117.02,41
-21.65,117.02,41
24.3,-104,41
24.3,-104,41
62.7174,29.0653,41
-3.1167,174.4167,41
-2.2667,170.3167,41
-27.1217,26.5683,41
-12.1,-26.4667,41
60.9667,-46,41
1.9255,-86.0208,41
17.9833,-104.906,41
31.346,-114.278,41
-22.34,118.24,41
-22.34,118.24,41
-22.34,118.24,41
-22.34,118.24,41
31.8917,-64.7333,41
29.5,-72.2833,41
22.37,-78.77,41
-5.54167,-91.405,41
18.3327,-104.177,41
42.7833,28.6,41
42.78333,28.6,41
42.78333,28.6,41
-32.0333,-2.81667,41
-32.0333,-2.81667,41
49.0275,-88.9583,41
40.25,143.706,41
38.2372,143.378,41
4.5167,-13.6833,41
16.63333,-31.1,41
16.63333,-31.1,41
16.63333,-31.1,41
4.9,-44.1667,41
20.16,-74.78,41
-2.1833,155.7,41
43.00483,36.01133,41
43.00483,36.01133,41
43.00483,36.01133,41
43.00483,36.01133,41
43.00483,36.01133,41
33.7483,24.75,41
4.5167,-13.6833,41
19.5617,-46.1333,41
-21.8833,8.8667,41
13.4833,-58.8667,41
19.2,79.42,41
54.05,15.48333333,41
43.335,-30,41
43.335,-30,41
-64.38,-66.76,41
44.5867,-57.6983,41
19.55,56.95,41
48.2083,-50.4233,41
43.9983,-60.2883,41
58.8717,-61.7767,41
45.3917,-52.5833,41
43.835,-59.5683,41
47.1217,-47.9567,41
-40.87,177.4,41
-41.8,175.98,41
-41.83,175.79,41
-46.37,165.63,41
-7.6267,157.243,41
48.3783,156.007,41
48.3783,156.0067,41
33.31,153.7383,41
9.76667,151.65,41
-27.73,150.22,41
53.2367,149.038,41
-15.8617,146.4017,41
33.8833,145.433,41
39.1633,141.717,41
28.572,140.6431,41
27.5967,140.537,41
34.8,138.4167,41
33.8233,138.218,41
35.2583,137.408,41
50.7,136.533,41
50.7833,136.467,41
50.8,136.467,41
44.6333,135.717,41
34.7167,135.617,41
-3.72,133.218,41
27.0883,131.325,41
35.1667,128.55,41
35.7436,128.4263,41
3.433,123.367,41
21.6767,122.3133,41
-28.5,122.2333,41
39.5167,121.817,41
-31.25,120.5,41
7.238667,115.128833,41
-32.2833,113.967,41
27.2333,113.75,41
15.9348,113.5318,41
31.9833,112.583,41
43.85,108.383,41
31.6922,107.865,41
57.3,107.05,41
20.97,106.05,41
53.3333,105.033,41
-6.6,105.01,41
53.9333,103.633,41
19.1833,99.9,41
0.7567,98.3033,41
52.6667,90.1167,41
49.9,89.7,41
45.0506,86.3089,41
41.7925,83.1269,41
41.3472,82.4892,41
69.5,82.4333,41
50.0433,79.7583,41
3.8,78.65,41
14.3,77.6333,41
14.3778,77.51,41
18.2183,74.705,41
17.4667,73.6167,41
17.4667,73.6167,41
-8.76667,68.2167,41
-62.48,67.59,41
54.8333,63.6667,41
24.2216,62.4745,41
52.0833,61.6667,41
19.55,56.95,41
39.1667,54.5833,41
16.7892,54.5657,41
54.1167,54.5333,41
53.8667,51.4,41
39.6,50.5333,41
40.55,50.0167,41
40.55,50.0167,41
39.3,49.25,41
68.78,49.2183,41
68.7,49.08,41
41.95,41,41
41.95,41,41
42.3833,40.85,41
42.38333,40.85,41
17.9467,39.89,41
3.12,38.28,41
45.5833,38.0833,41
21.2833,38.06,41
55.9167,37.9167,41
55.8667,37.8,41
-5.2167,36.2833,41
-0.34,35.94,41
47.6333,35.8167,41
47.6333,35.8167,41
49.55,35.7833,41
48.6667,35.6667,41
30.8606,35.3239,41
30.9627,35.1994,41
30.9572,35.1984,41
52.25,35.1667,41
48.8167,35.15,41
50.3333,34.6667,41
31.6104,34.6091,41
31.631,34.5943,41
31.616,34.5878,41
31.1858,34.5695,41
31.1664,34.5453,41
31.6186,34.5223,41
44.3533,34.4467,41
67.8333,33.8333,41
48.7167,33.5667,41
46.85,33.3833,41
44.4262,32.8152,41
33.83333,32.26667,41
33.83333,32.26667,41
33.83333,32.26667,41
33.83333,32.26667,41
33.83333,32.26667,41
51.45,32,41
44.0167,31.1333,41
69.4067,30.6422,41
69.4128,30.6164,41
-7.2167,30.235,41
-5.77,29.585,41
-5.5433,29.4717,41
-5.5433,29.4717,41
42.7,29.1667,41
-1.9933,29.0217,41
-1.9933,29.0217,41
42.2667,28.9,41
42.8,28.8,41
42.0667,28.65,41
42.6667,28.4167,41
45.2633,26.9317,41
-28.2817,26.7017,41
35.4867,25.84,41
48.2167,25.1,41
56.65,24.7,41
50.3167,24.4667,41
53.3,24.4667,41
46.1083,24.1717,41
57.45,22.88,41
-34.38,22.81,41
57.4667,22.7333,41
65.8667,20.4783,41
64.8667,20.45,41
65.8817,20.4333,41
65.8817,20.4333,41
65.8583,20.3517,41
48.5583,17.1183,41
49.45,16.1983,41
49.45,16.1983,41
52.35,13.5917,41
52.35,13.5833,41
47.8083,13.3917,41
50.9833,13.3667,41
50.9833,13.3667,41
46.7083,13.3483,41
-5.7017,10.56,41
45.46,10.28,41
-5.7483,10.2367,41
46.135,9.325,41
46.0333,9.2683,41
22,9,41
22,9,41
45.56,8.48,41
45.955,8.4617,41
62.6017,8.16,41
45.4167,8.0317,41
58.4183,6.595,41
60.82,6.4867,41
67.16667,6.08333,41
67.1667,6.0833,41
63.1383,4.195,41
53.2952,2.4552,41
52.2167,-2.2,41
-30.2667,-4.35,41
42.46444,-4.97361,41
42.46444,-4.97361,41
42.46444,-4.97361,41
-2.05833,-4.99667,41
34.13,-5.3833,41
-64.9667,-7.4667,41
-21.25,-10.65,41
48.9083,-13.4833,41
48.8917,-13.5917,41
27.3283,-15.23,41
64.7817,-29.5667,41
64.783,-29.567,41
43.0317,-30,41
-29.9633,-35.5667,41
-30.885,-38.2017,41
8.71667,-41.28,41
26.98333,-41.43667,41
-22.8489,-42.5122,41
-21.8947,-42.7106,41
-22.0322,-42.795,41
22.9742,-43.4977,41
22.7533,-46.0924,41
5.0967,-46.8117,41
-22.1167,-48.3167,41
-26.7117,-51.4333,41
-28.17,-51.5,41
49.905,-56.055,41
50.2283,-57.5033,41
14.3417,-57.6183,41
14.3417,-57.62,41
14.5717,-57.6617,41
14.3428,-57.8715,41
16.9017,-58.2933,41
46.0733,-62.0633,41
10.385,-63.2033,41
72.6283,-69.7333,41
72.6283,-69.7333,41
26.9633,-71.3683,41
44.9333,-71.5333,41
44.9333,-71.5333,41
-16.5,-71.5983,41
42.85,-71.6167,41
44.3333,-71.8167,41
44.3333,-71.8167,41
44,-72.0833,41
38.46,-73.18,41
38.47,-73.2,41
27.4883,-73.7617,41
27.39,-73.82,41
27.3683,-73.825,41
27.4433,-73.8283,41
-36.17,-74.06,41
42.45,-74.45,41
16.2833,-74.4833,41
42.875,-75.0833,41
36.28,-76.2083,41
34.2283,-77.86,41
37.765,-78.0933,41
-11.4133,-78.765,41
22.3733,-78.7717,41
36.3867,-78.9667,41
36.3867,-78.9667,41
36.425,-79.03,41
-18.3333,-79.35,41
-9.4283,-80.1167,41
46.65,-81.3033,41
79.9895,-84.0695,41
34.4167,-84.35,41
40.975,-84.87,41
79.35,-85.0167,41
43.5333,-85.6,41
9.5648,-85.8533,41
23.8833,-85.8667,41
23.8833,-85.8667,41
30.39,-85.94,41
9.8195,-86.008,41
9.7265,-86.2057,41
10.29,-86.3,41
10.2933,-86.3005,41
10.2933,-86.3006,41
48.075,-86.365,41
47.9667,-86.4133,41
9.64,-86.83,41
30.4017,-86.875,41
9.03,-86.96,41
31.75,-87,41
30.7133,-87.005,41
11.25,-87.5,41
48.595,-87.515,41
48.05,-87.7417,41
48.4233,-87.7833,41
47.4,-88.0167,41
47.5033,-88.1933,41
33.89,-88.39,41
29.6,-88.41,41
33.87,-88.48,41
29.07,-88.5,41
29.06,-88.51,41
47.7917,-88.5167,41
29.05,-88.52,41
47.95,-88.5417,41
29.28,-88.69,41
33.76,-88.87,41
29.01,-88.91,41
29.43,-88.93,41
32.08,-88.96,41
47.75,-89.0167,41
29.62,-89.08,41
29.33,-89.15,41
29.51,-89.16,41
47.3583,-89.1767,41
30.81,-89.2,41
47.5333,-89.25,41
29.17,-89.29,41
29.71,-89.31,41
47.3167,-89.3667,41
28.71,-89.41,41
29.24,-89.55,41
34.6233,-89.97,41
24.3833,-90.1,41
24.3833,-90.1,41
29.02,-90.13,41
30.08,-90.2,41
28.57,-90.4,41
28.84,-90.46,41
29.54,-90.54,41
30,-90.76,41
30.07,-90.83,41
77.3539,-90.8569,41
30.01,-90.98,41
30.17,-90.98,41
28.48,-91.09,41
31.06,-91.11,41
30.34,-91.18,41
28.71,-91.19,41
28.75,-91.23,41
30.26,-91.24,41
28.43,-91.28,41
30.18,-91.31,41
30.1,-91.37,41
24.8167,-91.4333,41
30.72,-91.49,41
29.36,-91.5,41
30.32,-91.6,41
28.41,-91.62,41
29.03,-91.63,41
30.31,-91.73,41
30.18,-91.75,41
30.4,-91.87,41
30.83,-91.88,41
28.65,-91.95,41
28.98,-92.01,41
30.54,-92.04,41
29.44,-92.08,41
30.68,-92.13,41
28.89,-92.17,41
30.5,-92.22,41
29.18,-92.34,41
29.37,-92.74,41
28.76,-92.8,41
18.25,-93.34,41
22.9,-93.6667,41
23.78,-93.69,41
18.14,-93.7,41
23.78,-93.7,41
30.06,-93.97,41
23.71,-94,41
23.7949,-94.0201,41
18.2,-94.04,41
42.63,-94.05,41
17.79,-94.28,41
23.79,-94.3,41
23.7766,-94.3025,41
29.6,-94.55,41
29.63,-94.57,41
29.13,-94.7,41
33.76,-95.02,41
29.04,-95.05,41
28.96,-95.2,41
26.96,-95.29,41
33.71,-95.39,41
23.4,-95.5333,41
28.72,-95.76,41
28.79,-95.83,41
28.83,-95.92,41
28.8,-95.99,41
33.29,-96.63,41
33.77,-96.65,41
33.65,-96.83,41
33.81,-96.99,41
30.92,-97.02,41
33.69,-97.09,41
36.85,-97.22,41
33.8,-97.24,41
33.33,-97.47,41
29.96,-97.5,41
30.99,-97.87,41
32.68,-98.19,41
32.62,-98.22,41
36.91,-98.23,41
32.79,-98.28,41
32.72,-98.29,41
29.26,-98.31,41
31.72,-98.38,41
32.9,-98.44,41
32.65,-98.47,41
32.71,-98.5,41
33.25,-98.5,41
32.32,-98.52,41
32.83,-98.53,41
32.77,-98.55,41
32.58,-98.56,41
33,-98.58,41
32.75,-98.61,41
31.96,-98.73,41
35.94,-98.73,41
29.04,-98.76,41
31.4,-98.91,41
29.12,-98.93,41
32.42,-98.93,41
29.74,-99.58,41
31.61,-99.67,41
32.67,-99.73,41
32.82,-99.73,41
30.18,-99.8,41
32.21,-99.87,41
32.36,-99.87,41
31.37,-99.89,41
31.9,-99.95,41
32.4,-99.99,41
33.1,-99.99,41
35,-100,41
32.26,-100.01,41
32.13,-100.04,41
32.21,-100.05,41
32.35,-100.06,41
32.05,-100.11,41
32.22,-100.13,41
32.35,-100.13,41
31.13,-100.17,41
35.2,-100.31,41
31.55,-100.36,41
32.05,-100.41,41
31.22,-100.47,41
36.6,-100.5,41
31.7,-100.55,41
33.23,-100.68,41
33.09,-100.71,41
31.29,-100.83,41
33.07,-100.84,41
33.94,-100.84,41
31.04,-100.88,41
31.12,-100.91,41
30.91,-100.97,41
33.67,-101.1,41
33,-101.19,41
31.48,-101.23,41
31.32,-101.28,41
35.47,-101.32,41
31.7,-101.54,41
30.84,-101.57,41
31.79,-101.58,41
32.69,-101.59,41
56.6333,-101.65,41
30.74,-101.66,41
32.19,-101.71,41
78.165,-101.828,41
30.8,-101.83,41
33.15,-101.87,41
35.6,-101.89,41
30.41,-101.91,41
33.91,-101.93,41
31.93,-101.98,41
32.06,-102.14,41
31.03,-102.31,41
33.73,-102.35,41
36.65,-102.4,41
33.93,-102.57,41
34.2,-102.57,41
36.54,-102.59,41
36.47,-102.61,41
33.49,-102.67,41
34.37,-102.67,41
32.14,-102.69,41
33.86,-102.76,41
33.61,-102.8,41
36.95,-102.84,41
32.97,-102.91,41
33.41,-102.91,41
33.54,-103.02,41
32.67,-103.05,41
35.37,-103.12,41
33.16,-103.17,41
30.89,-103.27,41
33.41,-103.36,41
34.06,-103.41,41
31.71,-103.43,41
33.63,-103.46,41
31.98,-103.73,41
32.16,-103.75,41
30.2,-103.77,41
31.04,-103.77,41
33.64,-103.8,41
32.3333,-103.8333,41
31.71,-103.86,41
30.64,-104.03,41
33.52,-104.13,41
32.54,-104.375,41
31.45,-104.883,41
31.86,-105.24,41
35.5333,-106.983,41
48.49,-108.18,41
48.6,-108.21,41
48.41,-108.57,41
45.18,-108.82,41
31.9433,-108.85,41
45.48,-109.23,41
47.99,-109.24,41
20.97,-109.2633,41
47.46,-110.18,41
47.43,-110.31,41
48.77,-110.74,41
48.28,-110.82,41
48.81,-110.83,41
48.79,-110.98,41
43.6167,-111.1,41
-18.5333,-111.1667,41
48.79,-111.4,41
35.2033,-111.46,41
44.435,-111.488,41
27.315,-111.498,41
48.75,-111.8333,41
48.3333,-111.9167,41
56.38,-111.98,41
44.35,-112.015,41
57.34,-112.2,41
48.47,-112.31,41
36.7133,-113.1,41
37.885,-113.331,41
49.31,-113.43,41
43.3017,-113.693,41
50.01,-113.75,41
56.73,-114.08,41
56.47,-114.87,41
56.81,-114.88,41
56.99,-115.37,41
39.7417,-115.53,41
-14.3,-115.6167,41
33.9883,-115.69,41
37.2833,-116.4,41
56.47,-116.61,41
56.9,-116.98,41
40.5633,-117.548,41
43.715,-117.563,41
11.4667,-117.6333,41
-11.99,-118.325,41
-11.99,-118.325,41
-11.99,-118.325,41
56.55,-118.4,41
42.4467,-118.593,41
42.4467,-118.5933,41
43.4367,-119.0183,41
45.9,-119.2217,41
46.3517,-119.268,41
-19.3933,-119.903,41
-19.3933,-119.904,41
47.2433,-120.011,41
39.0167,-120.066,41
46.6033,-120.3833,41
47.1217,-120.68,41
45.3167,-121.0983,41
45.4433,-121.1583,41
45.7017,-121.235,41
45.6783,-121.31,41
45.6467,-121.468,41
45.6467,-121.47,41
42.0617,-121.615,41
45.4433,-121.715,41
45.315,-121.8,41
42.3567,-121.9833,41
43.9483,-122.03,41
45.3917,-122.356,41
45.3917,-122.36,41
43.76,-122.4317,41
41.8233,-122.435,41
45.8817,-122.45,41
45.8367,-122.53,41
40.5083,-122.608,41
40.5083,-122.6083,41
44.9783,-122.645,41
45.9017,-122.655,41
42.135,-122.725,41
50.4267,-122.836,41
43.9317,-122.91,41
44.71,-123.033,41
44.71,-123.0333,41
45.6983,-123.1267,41
46.6333,-123.225,41
41.86,-123.365,41
48.875,-123.7833,41
44.6467,-125.066,41
44.6478,-125.068,41
49.5717,-125.586,41
27.5,-125.783,41
41.05,-130.1167,41
50.7317,-131.091,41
50.7317,-131.0917,41
50.7317,-131.0917,41
27.9,-132.6167,41
51.3717,-134.235,41
51.3067,-134.236,41
51.3067,-134.2367,41
39.55,-135.9833,41
-21.6667,-147.683,41
41.05,-150.1166667,41
22.8717,-157.29,41
24.4017,-157.6817,41
24.3917,-157.685,41
23.5833,-157.75,41
-1.3775,-166.94,41
-28.0033,-176.853,41
44.2617,-59.8833,41.025
27.2358,111.805,41.1
5.78219667,110.4419083,41.1
-18.3367,57.3833,41.1
-5.975,10.885,41.1
-6.4783,10.4233,41.1
-6.5233,10.1917,41.1
31.8983,-75.3967,41.1
31.8617,-75.445,41.1
34.634,-35.168,41.15
52.0018,-72.0881,41.2
10.775,93.2,41.2
-5.8367,11.2083,41.2
-6.5683,10.5633,41.2
9.05,-79.6667,41.2
23.765,-94.1267,41.2
4.362711,113.77635,41.25
10.8,93.2,41.3
-5.975,10.7467,41.3
-5.6117,10.4217,41.3
-5.885,10.2367,41.3
22.4133,-24.6767,41.3
-26.71,-51.43,41.3
26.9633,-71.3683,41.3
35.255,-37.633,41.37
16.789,54.566,41.4
3.4317,123.367,41.4
43.1194,89.1428,41.4
41.4903,84.3833,41.4
-5.38,11.3467,41.4
-5.8833,10.9783,41.4
-6.02,10.7,41.4
-6.57,10.1933,41.4
-26.7117,-51.4333,41.4
23.7533,-94.0083,41.4
31.83,-106.41,41.4
39.8583,-117.88,41.4
46.6733,-121.57,41.4
4.758947,113.74008,41.45
49.75,-124.533,41.5
54.23333333,18.78333333,41.5
56.1417,151.505,41.5
-20.25,106.333,41.5
10.575,93.225,41.5
29.62666667,34.9725,41.5
-6.1133,10.1917,41.5
-5.155,10.1433,41.5
47.1067,-6.3967,41.5
37.5717,-32.2733,41.5
22.78,-46.0667,41.5
11.15,-58.35,41.5
50.9967,-92.8233,41.5
39.0583,-117.74,41.5
-28.0367,-176.725,41.5
35.2361,106.638,41.6
42.309,-60.035,41.6
33.6014,113.462,41.6
42.4585,-61.1037,41.6
-11.2383,125.447,41.6
-5.9283,10.8383,41.6
-5.565,10.56,41.6
-6.615,10.3783,41.6
-5.7483,10.33,41.6
-5.2467,10.2367,41.6
-22.42,-50.58,41.6
-22.415,-50.605,41.6
37.0933,-113.31,41.6
34.689,-35.049,41.62
62.7174,29.0653,41.7
29.1,144.417,41.7
-5.8383,10.885,41.7
-6.0667,10.7,41.7
-6.0217,10.6083,41.7
-5.52,10.5133,41.7
-5.52,10.375,41.7
-15.9483,-17.295,41.7
-23.2167,-45.3083,41.7
10.205,-90.08,41.7
23.7667,-94.2967,41.7
-74.838,-101.044,41.7
38.515,-112.81,41.7
35.137,-37.824,41.73
48.54,-90.7694,41.8
54.79,-101.89,41.8
28.9667,106.017,41.8
24.7383,56.3667,41.8
-5.2017,10.1433,41.8
-23.49,-51.22,41.8
31.5,-75.1517,41.8
30.8,-104.94,41.8
31.3033,-105.19,41.8
31.9367,-106.49,41.8
35.38,-108.17,41.8
35.16,-108.71,41.8
34.88,-108.95,41.8
38.7967,-112.53,41.8
38.8917,-112.56,41.8
38.4733,-112.67,41.8
38.2683,-112.9,41.8
42.7867,-115.97,41.8
37.8817,-118.06,41.8
39.3617,-118.53,41.8
45.0867,-122.09,41.8
48.685,-126.84,41.8
51.18333333,-1.366666667,41.84
50.4339,-88.4128,41.9
16.472,53.937,41.9
32.9,35.4,41.9
32.68333333,35.33333333,41.9
32.61666667,35.25,41.9
32.61666667,35.25,41.9
32.61666667,35.21666667,41.9
32.76666667,35.11666667,41.9
32.75,35.06666667,41.9
11.1033,159,41.9
-8.57,157.672,41.9
84.5783,152.833,41.9
25.6483,127.967,41.9
25.15,123.983,41.9
4.399174,113.71478,41.9
30.4106,113.213,41.9
37.3867,93.7761,41.9
-24.2667,61.9,41.9
-21.6059,34.8009,41.9
-5.975,10.6533,41.9
-6.0683,10.2833,41.9
-15.8683,-17.3417,41.9
49.9667,-45.8817,41.9
36.5667,-69.1667,41.9
-40.95,-94.8317,41.9
39.7333,-96.36,41.9
35.875,-106.99,41.9
39.5133,-118.16,41.9
8.4667,-118.481,41.9
-1.4767,-131.368,41.9
23.3067,-156.201,41.9
5.4,114.8629,41.92
51.3,-2.016666667,41.98
8.9223,-84.3075,41.98
63.2833,26.3667,42
37.4044,119.995,42
8.65,-87.3,42
61.65,22.6833,42
61.4167,-48.1667,42
62.7833,29.2167,42
-36.18023,140.3192,42
23.5361,87.4694,42
10.4833,-18.35,42
21.1333,-65.05,42
21.1333,-65.05,42
30.98,-114.205,42
42.6243,-60.1505,42
-10.4,8.4667,42
19.15,-47.4367,42
16.5583,-57.8667,42
16.5583,-57.8667,42
37.55,-72.56667,42
18.7873,-73.661,42
18.6,142.3667,42
41.68333,29.75,42
41.67083,29.416,42
41.67083,29.416,42
41.67083,29.416,42
41.67083,29.416,42
41.67083,29.416,42
-10.4,8.4667,42
45.3167,-11.4667,42
45.3167,-11.4667,42
36.9533,-33.165,42
19.1533,-47.44,42
36.4833,-69.1167,42
29.3333,-73.3333,42
17.925,-103.38667,42
38.6833,146.4,42
38.2373,143.378,42
41.6667,29.7333,42
41.6667,29.7333,42
16.5833,-57.9,42
16.5833,-57.9,42
38.75,-67.55,42
17.3833,119.5,42
33.5833,-9.71667,42
33.5833,-9.71667,42
5.83333,-17.85,42
5.83333,-17.85,42
26.95,-19.9667,42
29.1667,-73,42
20.19,-74.78,42
44.2833,-138.6,42
52.55,-175.15,42
56.2167,-176.3,42
-37.37842,140.68718,42
15.7033,48.795,42
9.4466,-0.0035,42
10.1624,-0.8041,42
7.9915,-0.8834,42
7.9915,-0.8834,42
9.4992,-1.24337,42
9.4992,-1.24337,42
78.7969,165.366,42
17.07,54.225,42
-7.33333,-14.1,42
38.75,-67.55,42
14.6,-70.95,42
14.6,-70.95,42
14.8333,-73.8333,42
14.8333,-73.8333,42
12.0667,-74.9,42
12.0667,-74.9,42
15.58,48.9967,42
46.7933,-48.7867,42
37.5867,-111.408,42
-22.85,-42.5167,42
46.5667,-48.4333,42
46.7533,-48.7417,42
44.1067,-59.355,42
43.8333,-30.3,42
-25.95,-44.6833,42
-25.95,-44.6833,42
49.3917,-122.875,42
49.3917,-122.875,42
49.3917,-122.875,42
49.3917,-122.875,42
49.3917,-122.875,42
49.3917,-122.875,42
49.3917,-122.875,42
50.0683,-123.8017,42
50.0683,-123.8017,42
50.0683,-123.8017,42
50.0683,-123.8017,42
50.0683,-123.8017,42
50.0683,-123.8017,42
50.0683,-123.8017,42
50.0683,-123.8017,42
49.9867,-123.985,42
49.9867,-123.985,42
49.9867,-123.985,42
49.9867,-123.985,42
49.9867,-123.985,42
49.9867,-123.985,42
49.9867,-123.985,42
49.9867,-123.985,42
-38.4333,148.468,42
46.445,-48.5417,42
46.3317,-48.6633,42
14.6,-70.95,42
14.8333,-73.8333,42
12.0667,-74.9,42
19.0667,-38.1667,42
20.2,-66.6,42
-38.8,177.483,42
36.467,177.167,42
-38.8617,176.328,42
-41.54,176.32,42
-37.6983,176.0811,42
-41.82,175.89,42
-41.86,175.49,42
-41.88,175.29,42
-38.76,175.1,42
-36.5783,174.688,42
8.3103,164.1821,42
8.2526,164.1372,42
11.5,162.25,42
35.8333,161.85,42
52.1483,159.492,42
52.1483,159.4917,42
32.4417,157.723,42
33.5917,157.308,42
34.6333,156.267,42
-6.3333,155.5,42
-6.3333,155.5,42
-6.3333,155.5,42
36.3667,154.433,42
47.3317,153.665,42
37.125,153.517,42
44.0333,152.883,42
42.7833,150.267,42
38.5667,149.117,42
37.2833,148.55,42
31.0833,148.35,42
31.0833,148.35,42
32.4217,148.333,42
37.25,147,42
38.75,145.3933,42
38.75,145.393,42
27.8833,144.85,42
40.4667,142.983,42
22.6417,142.303,42
2.7217,141.732,42
2.7217,141.7317,42
28.05,141.433,42
34.9967,139.297,42
34.9783,139.267,42
44.6167,135.683,42
34.7833,135.583,42
44.6167,135.567,42
44.4333,134.833,42
44.5,134.833,42
-2.82,133.192,42
-1.765,133.07,42
34.25,132.9833,42
34.25,131.9833,42
62.15,129.85,42
61.9167,129.667,42
-13.9033,128.485,42
-19.51,127.64,42
63.75,121.55,42
24.9833,121.4,42
24.6833,121.1167,42
21.5183,120.553,42
25.4,118.6,42
-17.6667,117.95,42
33.5378,117.206,42
40.55,116.983,42
-20.0067,116.5483,42
-19.275,115.8217,42
-19.7533,115.5333,42
30.65,114.433,42
33.55,113.467,42
18.08,113.333,42
-6.475,112.43,42
-15.7167,112.4,42
47.9608,110.3077,42
54.2,109.233,42
55.75,108.75,42
54.1445,108.457,42
54.1583,108.4167,42
53.7833,108.117,42
30.4667,106.417,42
-20.25,106.3333,42
50.9167,106.333,42
52.4167,106.067,42
54.7833,105.2,42
53.2833,105.1,42
48.7667,104.217,42
48.7717,104.2117,42
53.3667,103.95,42
53.4167,102.883,42
-3.8783,102.135,42
18.0333,100.0833,42
18.0333,100.083,42
19.2167,99.95,42
-17.7333,99.7667,42
18.3167,99.3333,42
72.75,99.25,42
-5.45,96.9167,42
-10.595,94.9833,42
36.0833,94.9,42
36.2567,94.85,42
51.5833,94.71667,42
-0.41667,93.6,42
-16.9833,93.4833,42
9.96,91.2433,42
51,90.9833,42
53.0833,90.9167,42
52.75,88.3333,42
44.9153,86.5239,42
53.4833,84.65,42
41.29,84.1517,42
69.25,82.5,42
50.5833,81.8333,42
51,81.4667,42
19.2,79.4167,42
55.5833,78.4167,42
11.3489,78.1111,42
14.2692,77.2442,42
14.3161,77.1506,42
15.8917,77.1183,42
18.1583,75.05,42
17.4667,73.6167,42
55.6667,73,42
40.8,72.6167,42
54.5,71.5833,42
55.5833,71.3333,42
-4.78333,69.3333,42
37.2667,67.7833,42
37.2833,67.75,42
61.4167,63.9167,42
24.1233,63.335,42
24.1233,63.335,42
24.125,63.335,42
24.0917,62.515,42
24.0917,62.515,42
24.1496,62.476,42
24.1854,62.4755,42
24.4878,62.4669,42
24.0617,62.445,42
24.0617,62.445,42
-24.2667,61.9,42
23.47,61.6767,42
23.47,61.6767,42
-13.7,59.7,42
50.25,58.4867,42
63.75,57.4,42
39.3333,54.4167,42
17.069,54.224,42
47.5833,53.0833,42
54.75,52.75,42
54.75,52.75,42
55.7,51.3167,42
54.3167,51.2833,42
55.8333,51.1333,42
55.6833,50.9667,42
55.9167,50.8333,42
61.25,50.6667,42
40.4333,50.3667,42
40.55,50.0167,42
31.9905,49.377,42
38.65,49.3167,42
80.0112,48.3466,42
12.3417,47.8667,42
7.5,46.95,42
40.7167,46.6667,42
10.1833,45.2833,42
42.05,41.3,42
38.25,40.85,42
-23.1833,39.9667,42
49.0167,39.5,42
48.0833,38.25,42
42.7833,38.0667,42
55.9167,37.9167,42
-30.1333,37.7833,42
-0.3,36.85,42
54.45,36.3833,42
54.4667,36.3833,42
48.5,36.2833,42
43.7517,36.255,42
49.55,36.25,42
-29.9498,36.077,42
48.8833,35.95,42
32.565,35.74333,42
48.6667,35.6667,42
45.2833,35.5667,42
32.9014,35.3978,42
44.4317,35.325,42
48.8333,35.3,42
29.71667,35.28,42
0.4833,35.2667,42
44.42,35.2617,42
45,35.1,42
50.0667,35.0333,42
44.31,34.9883,42
29.6267,34.9725,42
43.4667,34.95,42
46.3167,34.75,42
-5.6667,34.7,42
32.3786,34.6834,42
31.7877,34.6677,42
31.7877,34.6622,42
31.7741,34.6601,42
36.83,34.66,42
31.7904,34.6592,42
31.7825,34.6574,42
31.7919,34.649,42
31.5811,34.5779,42
31.4577,34.5636,42
31.3877,34.5323,42
31.4186,34.5189,42
31.5272,34.4702,42
31.4961,34.4519,42
